depth,msa-8,msa-10,msa-12,msa-14,msa-16,msa-20,msa-30,msa-32,msa-36,msa-38,msa-39,msa-40,msa-41,msa-42,msa-43,msa-46,msa-48,msa-49,msa-50
118.0,58.421,87.727,103.22525,94.8285,96.9275,66.604,107.558,56.562,60.966,71.067875,76.1695,79.565,93.6492,86.3055,44.414,53.646,84.97391701763709,88.225,34.8705
119.0,57.02775,101.657,103.898,86.76575,97.02525,60.576,107.62325,55.83875,75.168,66.7465,77.287,78.742,93.0026,73.90174999999999,40.458,55.34675,93.3683937433795,105.586,33.392250000000004
120.0,55.6345,96.2925,95.005,78.703,97.123,54.548,107.6885,55.1155,89.37,62.425125,76.54950000000001,81.67725,92.356,61.498,42.87,57.0475,89.79318785797716,122.947,31.914
120.5,54.24125,90.928,86.112,73.935,98.296,60.06325,107.75375,54.39225,85.796,58.10375,75.81200000000001,84.61250000000001,89.239,61.695,45.282,58.74825,86.2179819725748,108.79,40.53125
121.0,52.848,85.5635,77.219,69.167,99.469,65.57849999999999,107.819,53.669,82.22200000000001,53.782375,75.0745,87.54775000000001,86.122,61.892,47.694,60.449,79.16463368632975,94.633,49.1485
122.0,58.25625,80.199,68.326,64.399,100.642,71.09375,95.53775,58.93299999999999,78.648,49.461,74.337,90.483,83.005,62.089,50.106,59.00275,72.1112854000847,80.476,57.76575
123.0,63.6645,76.66225,64.949,59.631,101.815,76.609,83.2565,64.197,75.074,51.4125,74.41275,89.1825,79.888,62.286,57.477,57.5565,78.73576629009139,66.319,66.383
123.5,69.07275,73.1255,61.572,60.78625,91.63875,74.28524999999999,70.97525,69.461,75.21375,53.364,74.4885,87.882,77.54325,65.324,64.848,56.11025,85.3602471800981,71.95075,65.478
124.0,74.481,69.58875,58.19499999999999,61.9415,81.4625,71.9615,58.694,74.725,75.3535,55.3155,74.56425,86.5815,75.1985,68.362,72.219,54.664,77.645798884322,77.58250000000001,64.573
125.0,72.946,66.052,54.818,63.09675,71.28625,69.63775,65.95275000000001,75.47874999999999,75.49324999999999,57.267,74.64,85.281,72.85375,71.4,79.59,51.89725,69.9313505885459,83.21425,63.668
