depth,MSA-8,MSA-10,MSA-12,MSA-14,MSA-16,MSA-20,MSA-30,MSA-32,MSA-36,MSA-38,MSA-39,MSA-40,MSA-41,MSA-42,MSA-43,MSA-46,MSA-48,MSA-49,MSA-50
90.0,5.821,8.90675,15.1745,12.277999999999999,14.225,17.561,12.913499999999999,17.168999999999997,9.542,6.07025,37.44375,21.98825,31.51925,16.958,30.628500000000003,11.038,28.175738400541448,17.503,15.28
90.5,6.297,10.4435,12.067,11.91775,12.78825,16.2785,12.45175,16.9865,14.56325,6.6295,35.0685,21.2845,26.3245,15.921999999999999,27.657,10.828,27.2616862514033,17.74925,15.553749999999999
91.0,6.773,11.98025,8.9595,11.5575,11.3515,14.995999999999999,11.99,16.804,19.5845,7.18875,32.69325,20.58075,21.12975,14.886,24.685499999999998,10.618,27.1545153416076,17.9955,15.8275
92.0,7.60875,13.517,5.852,11.19725,9.91475,13.7135,12.756499999999999,17.784,24.60575,7.747999999999999,30.318,19.877,15.935,13.85,21.714,14.645,27.0473444318119,18.24175,16.10125
93.0,8.4445,16.45325,6.945125,10.837,8.478,12.431,13.523,18.764,29.627,8.30725,29.194375,20.8465,15.599,12.814,18.135749999999998,18.671999999999997,27.5317204074153,18.488,16.375
93.5,9.280249999999999,19.389499999999998,8.03825,11.44725,8.8635,12.93,14.2895,19.744,27.98875,8.866499999999998,28.07075,21.816,15.263,14.32775,14.5575,22.698999999999998,28.0160963830187,19.169,18.2155
94.0,10.116,22.32575,9.131375,12.057500000000001,9.248999999999999,13.428999999999998,15.056,20.724,26.3505,9.425749999999999,26.947125,22.7855,14.927,15.8415,10.97925,26.726,28.34153851131055,19.85,20.055999999999997
95.0,9.3515,25.262,10.224499999999999,12.66775,9.6345,13.927999999999999,14.8905,20.329250000000002,24.71225,9.985,25.823500000000003,23.755,14.591,17.355249999999998,7.401,25.2145,28.6669806396024,20.531,21.8965
96.0,8.587,25.33875,11.317625,13.278,10.02,14.427,14.725,19.9345,23.074,14.436499999999999,24.699875,20.558,12.757,18.869,9.04975,23.703,28.92298659007605,21.212,23.737
96.5,7.8225,25.4155,12.41075,13.33975,10.229,16.881999999999998,14.5595,19.539749999999998,21.47775,18.887999999999998,23.57625,17.361,10.923,15.725999999999999,10.6985,22.191499999999998,29.1789925405497,22.62,23.411749999999998
97.0,7.058,25.49225,13.503875,13.4015,10.437999999999999,19.337,14.394,19.145,19.881500000000003,23.3395,22.452625,14.164,9.088999999999999,12.583,12.34725,20.68,30.29590756382145,24.028,23.0865
98.0,7.920249999999999,25.569,14.597,13.46325,10.647,21.792,14.49475,18.5265,18.28525,27.791,21.329,10.967,7.255,9.440000000000001,13.996,18.66725,31.4128225870932,25.436,22.76125
99.0,8.782499999999999,26.466749999999998,15.690125,13.525,10.856,24.247,14.595500000000001,17.908,16.689,23.77,19.277250000000002,10.61,10.659500000000001,6.297,16.080000000000002,16.6545,31.967058514236896,26.844,22.436
99.5,9.64475,27.3645,16.78325,12.2445,11.31,20.559,14.696250000000001,17.2895,16.39375,19.749000000000002,17.2255,10.253,14.064,7.78975,18.164,14.64175,32.5212944413806,26.92,22.1735
100.0,10.507,28.26225,17.876375,10.964,11.764,16.871,14.797,16.671,16.0985,15.728000000000002,15.17375,9.896,17.468500000000002,9.2825,20.248,12.629,33.48489909488755,26.996000000000002,21.911
101.0,15.8065,29.16,18.9695,9.6835,12.218,13.183,14.423,15.69975,15.803249999999998,11.707,13.122,9.539,20.873,10.77525,22.332,12.5365,34.4485037483945,27.072,21.6485
102.0,21.106,28.21825,20.062624999999997,8.403,12.672,9.495,14.049,14.7285,15.508,12.47025,11.572,10.9765,20.0505,12.268,21.929000000000002,12.443999999999999,35.28889282124395,27.148,21.386
102.5,26.4055,27.2765,21.155749999999998,8.405750000000001,12.787500000000001,9.19625,13.675,13.757249999999999,17.25775,13.2335,10.022,12.414,19.228,12.94975,21.526,12.3515,36.1292818940934,29.0995,21.64425
103.0,31.705,26.33475,22.248874999999998,8.4085,12.903,8.8975,13.301,12.786,19.0075,13.99675,8.472,13.8515,18.4055,13.631499999999999,21.122999999999998,12.259,40.26223604614555,31.051000000000002,21.9025
104.0,29.630499999999998,25.393,23.342,8.411249999999999,13.0185,8.59875,13.623000000000001,12.548,20.75725,14.76,6.922,15.289,17.583,14.31325,20.72,13.795,44.3951901981977,33.0025,22.16075
105.0,27.555999999999997,25.22875,21.642,8.414,13.134,8.3,13.945,12.309999999999999,22.507,18.15175,13.53875,16.919999999999998,16.85725,14.995,20.7805,15.331,46.54260857008605,34.954,22.419
105.5,25.4815,25.064500000000002,19.942,8.7305,13.3335,8.60125,14.267,12.072,22.375,21.5435,20.1555,18.551,16.1315,15.244499999999999,20.841,16.866999999999997,48.6900269419744,35.649,23.088
106.0,23.407,24.90025,18.242,9.047,13.533000000000001,8.9025,14.589,11.834,22.243000000000002,24.935250000000003,26.772250000000003,20.182,15.40575,15.494,20.9015,18.403,48.7562543659314,36.344,23.756999999999998
107.0,22.61025,24.736,16.542,9.3635,13.7325,9.203750000000001,13.840250000000001,12.031749999999999,22.111,28.327,33.389,21.813,14.68,15.743500000000001,20.962,19.6385,48.8224817898884,37.039,24.426
108.0,21.813499999999998,22.1505,15.22625,9.68,13.932,9.505,13.0915,12.2295,21.979,29.412750000000003,33.5705,21.012,15.62575,15.993,21.3935,20.874,47.068654695381596,37.734,25.095
108.5,21.01675,19.565,13.9105,10.52475,12.8985,9.18125,12.342749999999999,12.42725,24.7245,30.4985,33.752,20.211,16.5715,20.56225,21.825,22.109499999999997,45.3148276008748,36.691500000000005,22.396
109.0,20.22,16.9795,12.594750000000001,11.369499999999999,11.865,8.857500000000002,11.594,12.625,27.47,31.58425,33.9335,19.41,17.51725,25.131500000000003,22.2565,23.345,41.78865360170495,35.649,19.697
110.0,23.235999999999997,14.394,11.279,12.21425,10.8315,8.533750000000001,10.28825,12.003,30.2155,32.67,34.115,18.609,18.463,29.70075,22.688,23.06225,38.2624796025351,34.6065,16.997999999999998
111.0,26.252,13.6525,10.53575,13.059,9.798,8.21,8.9825,11.381,32.961,30.474,32.344,17.2005,18.32275,34.27,21.645249999999997,22.7795,36.644794205465004,33.564,14.299
111.5,29.268,12.911000000000001,9.7925,13.45575,9.10825,7.800000000000001,7.67675,10.759,29.933,28.278,30.573,15.792000000000002,18.1825,37.618750000000006,20.6025,22.49675,35.0271088083949,32.6565,13.37425
112.0,32.284,12.169500000000001,9.049249999999999,13.8525,8.4185,7.390000000000001,6.371,10.137,26.905,26.082,28.802,14.3835,18.042250000000003,40.9675,19.55975,22.214,31.9177543932427,31.749000000000002,12.4495
113.0,32.662,11.428,8.306,14.24925,7.72875,6.98,6.84375,11.0685,23.877,23.886,27.031,12.975,17.902,44.31625,18.517,20.2925,28.8083999780905,30.8415,11.52475
114.0,33.04,11.805250000000001,8.40425,14.646,7.039,6.57,7.3165000000000004,12.0,20.849,20.91425,27.1535,12.317,15.839500000000001,47.665,17.37425,18.371,24.4203567093981,29.934,10.6
114.5,33.418,12.182500000000001,8.5025,14.386000000000001,6.59875,6.6275,7.789250000000001,12.9315,18.7465,17.9425,27.276,11.658999999999999,13.777000000000001,48.24825,16.2315,16.4495,20.0323134407057,28.008000000000003,11.54975
115.0,33.796,12.55975,8.60075,14.126000000000001,6.1585,6.6850000000000005,8.262,13.863,16.644,14.97075,27.3985,11.001,11.7145,48.8315,15.08875,14.528,16.4306794167497,26.082,12.4995
116.0,30.737,12.937,8.699,13.866,5.718249999999999,6.7425,8.497,12.865499999999999,14.5415,11.999,27.521,10.343,9.652,49.41475,13.946,13.87475,12.8290453927937,24.156,13.44925
117.0,27.677999999999997,13.121749999999999,8.78875,13.606,5.278,6.8,8.732,11.867999999999999,12.439,12.6235,26.099,8.805,10.056199999999999,49.998,14.32025,13.221499999999999,13.513935167564,22.23,14.399
117.5,24.619,13.3065,8.878499999999999,13.84325,6.082999999999999,6.505,8.967,10.8705,13.6645,13.248000000000001,24.677,7.2669999999999995,10.4604,41.188,14.6945,12.568249999999999,14.1988249423343,20.44925,13.393999999999998
118.0,21.56,13.49125,8.96825,14.0805,6.888,6.21,9.202,9.873,14.89,13.8725,23.255,5.729,10.8646,32.378,15.06875,11.915,13.29419310600095,18.6685,12.389
